,Unnamed: 0,index,binned,distance,position
701,701,1,,0.44381577,2857.143
702,702,2,,0.41984907,5714.286
703,703,3,,0.41646856,8571.429
704,704,4,,0.41402426,11428.571
705,705,5,,0.39433718,14285.714
706,706,6,,0.3764921,17142.857
707,707,7,,0.3685008,20000.0
708,708,8,,0.37548128,22857.143
709,709,9,,0.35098323,25714.286
710,710,10,,0.3387469,28571.429
711,711,11,,0.33121982,31428.571
712,712,12,,0.2860947,34285.714
713,713,13,,0.25588524,37142.857
714,714,14,,0.27031446,40000.0
715,715,15,,0.24587065,42857.143
716,716,16,,0.2471336,45714.286
717,717,17,,0.25150806,48571.429
718,718,18,,0.25655013,51428.571
719,719,19,,0.24008544,54285.714
720,720,20,,0.23874596,57142.857
721,721,21,,0.2605758,60000.0
722,722,22,,0.22479622,62857.143
723,723,23,,0.24119464,65714.286
724,724,24,,0.21296553,68571.429
725,725,25,,0.21552126,71428.571
726,726,26,,0.23429543,74285.714
727,727,27,,0.21517256,77142.857
728,728,28,,0.22222221,80000.0
729,729,29,,0.21323098,82857.143
730,730,30,,0.20538789,85714.286
731,731,31,,0.18925549,88571.429
732,732,32,,0.20382985,91428.571
733,733,33,,0.19772105,94285.714
734,734,34,,0.1879942,97142.857
735,735,35,,0.18893555,100000.0
736,736,36,,0.1784083,102857.143
737,737,37,,0.20057127,105714.286
738,738,38,,0.19333073,108571.429
739,739,39,,0.20542096,111428.571
740,740,40,,0.20701113,114285.714
741,741,41,,0.20596883,117142.857
742,742,42,,0.19643283,120000.0
743,743,43,,0.17769222,122857.143
744,744,44,,0.1882065,125714.286
745,745,45,,0.1979479,128571.429
746,746,46,,0.19898504,131428.571
747,747,47,,0.19347753,134285.714
748,748,48,,0.18914793,137142.857
749,749,49,,0.19559082,140000.0
750,750,50,,0.1967362,142857.143
751,751,51,,0.19909708,145714.286
752,752,52,,0.1930424,148571.429
753,753,53,,0.18201543,151428.571
754,754,54,,0.18317929,154285.714
755,755,55,,0.16924453,157142.857
756,756,56,,0.16902593,160000.0
757,757,57,,0.16455135,162857.143
758,758,58,,0.16763286,165714.286
759,759,59,,0.1648153,168571.429
760,760,60,,0.16874923,171428.571
761,761,61,,0.17421429,174285.714
762,762,62,,0.1735086,177142.857
763,763,63,,0.17828168,180000.0
764,764,64,,0.15855901,182857.143
765,765,65,,0.15592454,185714.286
766,766,66,,0.17820072,188571.429
767,767,67,,0.16600515,191428.571
768,768,68,,0.1635899,194285.714
769,769,69,,0.14914677,197142.857
770,770,70,,0.16036373,200000.0
771,771,71,,0.15272887,202857.143
772,772,72,,0.16269638,205714.286
